Unique ID	Post	Labels Set		
175	"पूर्व राष्ट्रपति प्रणब मुखर्जी नहीं रहे। कई दिनों  से पूर्व राष्ट्रपति प्रणब मुखर्जी गहन कोमा में थे। 84 वर्षीय मुखर्जी को वेंटिलेटर पर रखा गया था और फेफड़े में संक्रमण का इलाज किया जा रहा था। 

#PranabMukherjee
#RIP 

https://t.co/RN68xSDLHC https://t.co/ZzwlCQT2m4"	non-hostile		
178	स्पेशल फ़्रंटियर फ़ोर्स के कमांडो नीमा तेंज़िन की अंतिम यात्रा में लगे भारत माता की जय के नारे... https://t.co/uvXZN16I8g	non-hostile		
179	"Petrol Diesel Price: आज रही शांति, जानें अपने शहर के दाम
https://t.co/q65QZQZ37u via @NavbharatTimes 
#PetrolPrice #DieselPrice"	non-hostile		
180	"मोदीजी और जब सारा देश सेना के साथ खडी है,

पर दो सयाने विदेश मे पडे है?🤔 इसलिए बोलते हैं विदेशी मां का बेटा कभी देशभक्त नहीं हो सकता👍"	hate		
183	एलएसी पर 1000 वर्ग किमी. इलाक़े में चीन का कब्ज़ा': प्रेस रिव्यू https://t.co/tQNf3NWsE5	non-hostile		
185	"@ZeeNews 
मुंबई में लगे पाकिस्तान जिंदाबाद के नारे वह भी मंत्री जी के सामने"	hate		
186	"बिहार: यहां देखिए 'स्मार्ट' तोता, यूज करता है स्मार्टफोन, यूट्यूब पर देखता है अपनी पसंद का वीडियो

निरंजन सिंह की रिपोर्ट

https://t.co/H1NJTZNx8G"	non-hostile		
188	#दिल्	non-hostile		
189	"बिहार की सत्ता के समीकरण: बिहार विधानसभा चुनाव के नतीजों को लेकर अटकलों का बाजार अभी से गर्म
#BiharElections #biharpolitics @surendarkishore
https://t.co/0m7d9Z47xC"	non-hostile		
192	"RT @D_Tribal_: कोई भक्तों का ""नेटपैक रिचार्ज"" करवाओ.? 🙄🙄

अभी तक किसी ने भी ""गिरती अर्थव्यवस्था"" के फायदे नही गिनाये.? 🤣🤣
Follow :- @Poojam…"	hate		
193	"#Amethi बकरी चोरी के आरोप में ग्रामीणों ने चोर को पकड़कर पीटा,  हाथ-पैर बांधकर ग्रामीणों ने की पीटाई, चोर की पिटाई का वीडियो हुआ वायरल, पुलिस ने आरोपी चोर को गिरफ्तार कर भेजा जेल, संग्रामपुर थाने के मिश्रौली गांव का मामला। @amethipolice  #WorldEyesOnCBI4SSR #UPPolice #policenews"	non-hostile		
194	"#Kasganj घरेलू झगड़े में युवक ने लगाई फांसी, पिता की जगह बड़े भाई को मिली थी नौकरी, आर्थिक तंगी के चलते परेशान था युवक, सोरों के लहरा रोड़ मस्जिद के पास का मामला। @kasganjpolice @Uppolice #policemedianews"	non-hostile		
195	"शातिर अपराधी,शराब तस्कर गोलू उर्फ संतोष यादव व चन्दन यादव द्वारा अपराध से अर्जित सम्पत्ति  एक- एक मकान अनुमानित कीमत 1 करोड़ 35 लाख रुपये को जिला मजिस्ट्रेट जौनपुर के आदेश अन्तर्गत धारा-14(1) गैंगेस्टर एक्ट के तहत कुर्क की मुनादी कराते हुए जब्त किया गया।
https://t.co/TbjBp8SiTH https://t.co/9PZAB038x3"	non-hostile		
