label	text
positive	Carpe Diem Kombucha : leicht Genuss aus die Meer %Link via Bodensee News Pressemeldung
positive	Albert Einstein looking fabulous backen then
neutral	"@card@ - neu Armutsgrenze erreichen , Geld sein so knapp , dass die Halloween Schminke nur für eine Gesichtshälfte reichen ."
negative	"wenn dein Freund Abend für Abend was unternehmen und du nicht dabei sein können , sein die ziemlich deprimierend ."
positive	die sein absolut trü !
positive	die Belohnung für ' s Warte|Warten . eine Tour nach Bohnsdorf . viele Dank lieb Fahrgast .
neutral	Berlusconis Partei drohen wg Urteil gg ihr Meister mit Koalitionsbruch - ich empfehlen Auswanderung nach Nordkorea !...
negative	"bitten , bitten , bitten nie mehr Schauspieler einladen ! hartaberfair"
positive	gut Laune Energie für die ganz Galaxie !
positive	ich sehen aus wien Bonbon hahahah
positive	"Klar , einfach gegen die Ball treten ... reichen schon %PosSmiley"
positive	%PosSmiley
neutral	Lunch %User ( at Warung Stasiun ) [ pic ]
neutral	"mittels timr Team Tracking Zeit für ihr Team erfassen , in dies Blogpost lesen Sie alle Detail dazu :"
neutral	"Berlin , Schadenregulierer ( m / w ) Sache Schaden für die Regulierungsgebiet Ostsachse %Link Job Versicherung"
neutral	Project Shield von Google wollen gefährdet Webseiten schützen
neutral	"neu Taktik : machen ! wenn ' s nicht passen , sein ' s nichts !"
negative	Frühdienst und leider nicht an WE frei . Schlaf gut
neutral	"Ja , irgendwie schon . ihr Stimme haben halt so viel mehr ."
positive	"Nö , keine Monolog . freuen ich auf dein nah Tweet . schön Tag . ehermorgenmuffelich"
neutral	klein Stückelung begünstigen Privatanleger %Link Schweiz Finanz
neutral	"geben ich du Recht , aber an gut sein einfach Projekt die sich von andere abheben und etwas ganz neu bieten ."
negative	ja alsich 2 wochen weg sein dawar dann so viel von M &amp; L so viel müssen ich nachholen ( @YouTube
negative	Ik ben echt klein oh god ...
positive	geil Vorspann !
neutral	"Ökostrom - Umlage : Strom werden wohl teuer , aber nicht überall : Energiedienst erhöhen nicht - %Link ..."
neutral	nein . haben in FFM und Umgebung mächtig für Wirbel sorgen .
neutral	Exportstärke : USA üben scharf Kritik an Deutschland Wirtschaftspolitik
positive	Hi ( * o * ) v haben es endlich geschafft XDXD
negative	"da haben du recht , peinlich , peinlich"
neutral	"Chemiewaffe - Vernichtung : aufwendig , teuer , gefährlich"
neutral	tödlich Badeunfall ... %Link
negative	poah man kommen hier kaum hinterher oder O au weia. ich werden wohl alt
negative	"Boah , keine Bock mehr , ey ."
neutral	Made Dash Slots - Spiel zahlen gestern wenige aus . was bedeuten die ?
neutral	"in 10 Tag heißen es wieder Back to school , deshalb haben wir für euer Kid die neu Herbsttrends !"
positive	traumhaft Deckeldose tragen von drei Puttos ? : Bad Homburg vor die Höhe | bieten sie hier eine Traumhaft s ...
neutral	wo ? ortseingang Lichtenau ! genau ? B68 ! Richtung ? aus Richtung Paderborn kommend ! wann ? 30 %PosSmiley . @card@ @card@ Uhr !
positive	"ich haben hoffen , leiden , weinen , sein durch die Hölle gehen und jetzt haben ich du endlich ."
negative	die sein grammatikalisch gerade Quatsch . gehen ja gut los . I blame Mister and hie es special skills .
neutral	Seitensprung online finden Eisenstadt
positive	mein Ei sein sehr interessiert
neutral	edunn neu MiaSanMia @card@ Robbe
negative	God fucking dammit was tun ich noch hier ? ich wollen vor eine Ewigkeit schlafen ; ~ ; morgen @card@ <UNKNOWN> . würgen .
positive	"Leute die zuviele Inhalt von Buch &amp; Film verraten , verraten auch : wann die Nachbar Sex haben , nach Haus kommen , die Müll raus bringen usw . %PosSmiley"
neutral	by %Link OpenPli unterstützen keine Dream Multimedia Produkt mehr : OpenPli stellen die ...
neutral	Keith
neutral	Gerücht : holen Liverpool 16- jähriges Sturm - Talent Zivkovic ?
neutral	Team New Zealand bauen Führung in Vuitton Cup aus
negative	"bissl beruhigen , bei die nah Beleidigung a la "" Idiot "" usw. probieren wir die neu Twitter - Funktion aus ."
positive	Hut schaffi die 800 :'D
negative	Söll ich ez hüten echt na ad MFW ?
negative	"Sitz da nicht bloß so rum ; lernen doch mal was ! Och nö , nicht jetzt , vielleicht spät ..."
neutral	Samstag Vormittag. thenotebook
neutral	Bio - Kraftstoff aus Alge %Link Biomasse Biotechnologie Innovation Biogas Pharma
neutral	auch Kevin Grosskreutz dürfen sich laut Löw Hoffnung machen . DFB BVB
positive	"eine . versuchen , ich zu entspannen %PosSmiley"
negative	( reagieren nicht )
positive	Halt rein ! %PosSmiley
positive	nein nein ich sein eine intelligent Kamumpfel %PosSmiley
neutral	"%Link : "" SVWW zeihen|ziehen mit 1. FCH gleich - Pleite für Wacker %Link Fußball Kicker"
positive	Träne|Tränen lachen !
negative	"wach liegen , Gedankenkarussell , unbeantwortet Frage , Bangen , Hoffen , Zweifel|Zweifeln , Stolz , Verblendung , Leere , Einsamkeit ..."
positive	Kochen für Angeber ☺ Trick für die eigen Luxus - Bratensauce ☺ zu Koch - Video :
negative	"ich hassen dies hässlich herzen ! ( Sorry , die müssen mal raus ! ) .. %PosSmiley"
neutral	"iy nah yu , beten beten deh kyk kt aufa hehe"
positive	 Drive  . Kavinsky . Blut . nächtlich Autofahrt . wundervoll .
neutral	Luxus - Oldtimer schlagen Gold - Investment deutlich ...
positive	schön Abendgrüsse %PosSmiley
positive	"gerade mein Dad "" Chabos wissen wer die Babo sein "" von Haftbefehl zeigen . haben er schon lange nicht mehr so laut lachen hören ."
neutral	empfohlen Hilfe bei Schuld Auktion
positive	gut Morgen wunderschön Sonntag Heinrich hängen die Bild bei du an die Wand ? %PosSmiley
neutral	"ehrlich , schwer Entscheidung ? goforkupfi %User"
negative	Grausame erst du Hälfte bis hier hin . die zweit können nur gut werden ! KörbefürD
neutral	Anlagestrategie : in dies Aktie investieren George Soros : George Soros trennen sich von Gold und investieren dag ...
neutral	Schmuck Sal Y LIMON Armreif : seit @card@ verzaubern Sal Y LIMON mit verspielt Kreation f &amp; uuml ; r spannend L ...
neutral	DB Bahn Schienenersatzverkehr @card@ Mühldorf - München : aktuell Änderung %Link Bauarbeit - Sanierung - stattAusbau
positive	"ach , Glubschi . Versuch doch bitte nicht , böse zu gucken . sonst müssen ich lachen. afcbvb"
neutral	%Link de Flüchtlingsmarsch erreichen München Polizei - Einsatz gegen Asylbewerber ...
neutral	nachts Blähung was können ich ändern / verbessern ?
neutral	Bundesliga - Auftakt für %User - gegen Eintracht Frankfurt sollen heute nachmittag gleich drei Punkt her . HaHoHe
negative	"mein Mama haben so waschen , dass mein komplett farbig Unterwäsche jetzt grau sein ."
positive	Haha ! gut gehen es kaum noch . nur in Ausnahmefall also ...
negative	.. %PosSmileykay .
neutral	tv duell : wer scheißen bauen müssen scheißen ernten. gleich recht für alle .
neutral	Mia wtf alfie und zö sein auf die rot Teppich %User
neutral	Mundwasser Gemisch aus leicht desinfizierend Substanz . verleihen frisch Atem
neutral	Calvin Klein Underwear Girls @card@ Logo ... %Link @card@ 0- PC Calvin Girls Klein Logo Underwear Waistband
negative	Miley Cyrus übertreiben es langsam leicht .
neutral	Spielbericht Bezirksliga : verdient Kantersieg gegen Delitzsch bringen Tabellenplatz 2 !
positive	zweit Anlauf : Rendern schaffen .
neutral	Manchester United - Norwich Live Stream online ansehen @card@ . @card@ Football League Cup : die ...
neutral	Trabzonspor - Legia Warschau - : - ( 1 %PosSmiley Ende 1. Halbzeit TRALEG
neutral	die Mensch müssen fűr die Beginn eine neu Zyklus arbeiten nicht nur Silvester feiern kultup
neutral	"Sigi Heinrich watscht die Jogi - Basher leidenschaftlich ab : "" schlagen Löw endlich zu Ritter ! """
neutral	"Stelle Kader Berater / in Marke und Kommunikation : keimen Identity GmbH , Zürich %Link Projekt Business"
positive	"%User echt , warum nicht ? he ' s mine %NegSmiley wakakakakak .. aduh ! ngayal mulu nie gw %PosSmiley"
neutral	gefragt Produkt : K &amp; N Luftfilterreinigungsset : ReinigungssatzDer Reinigungssatz bestehen aus ...
positive	Great Show lesen Saturday in Olympia rocked ! Pics Soon ! binden sleazerock rocknr ...
neutral	"Kommentar : Aufstand die "" Alte "" um Hundewiese in Hamm %Link"
positive	"%PosSmiley ach ja ... die gut , alt Friend - Matrix"
neutral	Sie wollen zusätzlich Geld verdienen ?
negative	"Kopf Wand weiter Schalk ! eine , ich sein echt erschüttern ."
neutral	anderefragen : lästig Mief entfernen
neutral	altersgerecht Bauen wollen Hürde aus die Wohnlandschaft beseitigen %Link Architektur
neutral	"VP - Juraczka ad Mariahilfer Straße : bringen Häupls "" Machtwort "" noch mehr Chaos ?"
positive	verständlich . %NegSmiley
positive	"ich werden gleich eine paar Tweets löschen , da doch sehr privat . %PosSmiley"
neutral	"Check out ▶ "" Menschheit dämonisch besessen "" on %User"
negative	"gut Besserung mutee { } RT "" endlich müssen ich zu Arzt gehen %PosSmiley """
neutral	"Fjordforelle "" Hot or Not "" - die Halbfinalist stehen fest %Link Gastronomie Hotel"
neutral	Englische _ Lebensversicherung kostenlos vergleichen Testsieger Extrem gut Rendite sehr sicher Anlage :
neutral	eine französisch Mutter haben ihr dreijährig Tochter aus Verzweiflung in eine Fluss werfen . die Mädchen ertrinken .
neutral	"Esskastanie zuverschenken : Berg|Bergen auf Rüge|Rügen | Esskastanie an Selbstabholer abgeben , ca 5m hoch , gut wachsen ..."
neutral	keine Sinn hergeben
neutral	"er können , wenn er wollen ..."
negative	"25 Jahr hören sich irgendwie schon echt alt an . langsam kommen ich auch in die Bereich , wo man sich nicht mehr über ' s alt werden freuen ."
neutral	"pro Staubsauger - Regulierung . ich glauben nicht , dass er die ernst meinen . die können nicht sein ."
neutral	Dolled up : lebend Puppe : an die Fashion Week in Paris fallen Andrea von chic in Zurich die Fashion Week doll ...
positive	haben gerade ' Schimmelimbissbude ' lesen %NegSmiley Yummy %PosSmiley gut Hunger Herr Kapitän !
neutral	zumal ich morgen noch eine paar andere Ding tun müssen .
neutral	was wohl Don Corleone zu alle die sagen haben ?
neutral	Begehrte Top Marke bis zu @card@ reduzieren : jetzt bei Amazon BuyVIP anmelden ! %Link via %User
neutral	unglücklich Liebe .
neutral	tweetdeck wollen heute nicht
neutral	groß Überraschung ?
neutral	"präzisiere bitte , schön rasieren , schön frisieren oder was ???"
neutral	/ / die Herrschaft von Six PACK verabschieden sich nach zwei exklusiv Konzert ( heute und morgen ) in die ...
neutral	na hoffentlich machen die nicht zuviele Gas ..
neutral	in Lautere sein es nötig . nach 39 Spiel|Spielen .
positive	jetzt gönnich ich eine Pause ❤ und betrachten dies schön blau Himmel ( in Blickwinkel : Umzugspakete %PosSmiley ) ...
neutral	Kredit vergleichen lohnen sich !
neutral	"%User nicht garfield , danken ."
neutral	Cloud PR Desaster . Googles Unbeschwertheit zerstören Vertrauen .
neutral	was machen jemand attraktiv ? - offen und erlichkeit
positive	"sauber Nummer , Hamburger Junge es haben einheizen und abschlach abreißen ... geil Abend , geil Tag ! nur die ..."
neutral	an @card@ . @card@ um @card@ Uhr starten unser 1. Hangout On Air ! es gehen um dunkel Materie und andere ...
neutral	DFB - Gegner Färöer : Handspiel bei Elfmeter ausdrücklich erlaubt
neutral	pünktlich unpünktlich . +25
neutral	dia sein natürlich zämma mimen Hummer annen Live - Match gfahra ...! Checksch ?
neutral	"Gina ' Blümchen ' Wild . ich wollen ihr alle , tanzen sehen ! boomen Boom Boomerang !"
neutral	@card@ %User
positive	"%Smiley vielleicht schaffen wir ' s die du eine wegsteckst ?! CHALLANGE ACCEPTED Bin dabei , wann genau machen wir noch aus"
neutral	ajarin donk min .. blm bs nicht %PosSmiley
neutral	 Missing my booskie &lt; &lt; &lt; &lt;  Sprung essen
neutral	Windows @card@ Bundesregierung warnen vor behördlich Einsatz : die Bundesregierung halten Windows 8 laut eine Zeitu ...
positive	ihr sehen heute wunderschön aus ! ❤️ you look beautiful today. hamburg welovehh beauty
neutral	Photo : Jay Pritzker Pavilion at Millennium Park Photo : GHung View Post
neutral	"SPD - Chef Gabriel : "" stark Unionswahlergebnis erschweren Verhandlung "" "" die SPD - Basis sitzen %Link ..."
positive	die gut Politikerinterview alle Zeit ! %PosSmiley %Link
neutral	"jagen va hungrig , ok ?"
neutral	hm sehr undeutlich . aber egal omg jddjjsks
neutral	del Ponte sollen Despot zähmen %Link freysinger
neutral	dank die doppelt Alex Meier gewinnen Eintracht Frankfurt @card@ gegen Qarabag . Erkenntnis die Spiel : Constant Djakpa geben ' s noch .
neutral	mein Döner Tattoo sollen natürlich von keine gering als Ed Sheeran stechen werden !
positive	"50 Jahr %User und 50 Jahr Bundesliga . schön , dass man auch jemand von die Verein einladen haben , die immer dabei sein ... ach eine"
positive	Ja ! Scheiße geil .
positive	Zupy Zupy Zupy !
negative	da haben wohl jemand die Snack nicht schmecken berlin Street food burger
negative	definitely not
negative	unser Jugend zerstören
positive	Lebih happy nntn spongebob dri pda nntn bola %PosSmiley
positive	und morgen gehen endlich wieder BauersuchtFrau los ! ich freuen ich wie eine Schneekönig ! schwiegertochtergesucht sg
negative	" was sein die Unterschied zwischen eine Punk und du ?  - "" Weissnich ? "" - "" die Punk machen sich absichtlich hässlich ! """
negative	nur die %User in Hintergrund von Zamperoni sein natürlich doof . Keep calm until dein Kanzlerin abwählen werden ☺☺
neutral	tz : Bayern holen Supercup - elfer - Lotto gegen Chelsea : Prag - Revanche glücken ! die FC Bayern rächen sich für d ...
neutral	Farid Bang Teufelskreis OFFICIAL HQ Video von positiv bewerten .
neutral	"C. F. von Weizsäcker sagen @card@ ( vor 25 Jahr ) , dass sein Buch , welche er als sein letzt "" groß Werk "" ..."
neutral	[ N - TV ] Repression gegen Bürgerrechtler : China nehmen bekannt Aktivist fest
positive	Gute morgen allerseits ... %PosSmiley mein WE sein wundervoll und euer ?
positive	"perfekt Festivalwetter . Abflug ! BerlinFestival starten es now ! Bastille , Mia . , get wellen Soon , Pet Shop Boy , Blur . was eine Lineu ..."
neutral	ePlayer : Highlight Türkei - Niederlande . Titel : WM - Quali : Robbe stürzen Türkei in Tal die Träne|Tränen . Kanal : Länderspiel
neutral	"@card@ : Funkele vor "" schwierig Aufgabe "" %Link fussball bundesliga"
negative	echt unmöglich .
neutral	hämisch Optimismus zu Zahl die NYT : IT ' S OFFICIAL : we Never Need To Worry About The Future Of Journalism Again !...
neutral	zerfahren DFB - Elf retten Unentschieden
positive	"Trainingstag 2 schaffen , Materialausgabe sein auch erfolgreich . morgen früh gehen es endlich aufs Eis ! cantwait"
neutral	ihr kostenlos digital Notfallmappe warten schon auf Sie ! %Link Sicherheit Vorsorge Gesundheit Krankheit Tod Leben
neutral	"Indien erreichen 2,1 Gigawatt Photovoltaik - Leistung : in Indien sein Ende August @card@ insgesamt Photovol ... %Link solar"
positive	England : Big Ben . Paris : Eiffel Tower . Canada : Justin Bieber. mtvhottest Justin Bieber
positive	%User haben du die filmen schon sehen ? ich lieben die filmen %PosSmiley
positive	da ham se ich erwischen ... bei Webmastermeeting ... Ick sehen bomben aus ! frankfux fuxamfreitag suderbruch sexy
positive	Fliege|Fliegen erstmal 2 Kind synchron aufs Maul und ich lachen ich halb tot
positive	"die schön von in Internet gekauft scheißen sein , dass du die scheißen auch erklären und liefern werden ."
neutral	Frankfurter - Info Kulturamt streichen Zuschuss an Club Voltaire komplett : die Ankündigung von Seite die Kultur ......
neutral	"nicht nur offen Datum , auch offen Algorithmus fordern %User nach sein Erfahrung mit eine falsch , folgenschwer Bug bei 23 andme"
neutral	Pol - LG : + + Einbrecher in Gaststätte stellen - Polizei ermitteln + + frontal ... - news aktuell ( Pressemitteilu ...
neutral	Top 10 Horror Movie Cliches : %Link via %User
positive	"%User schlafet Wohl , wehren Dame !"
negative	FLEX ! sein so schon vor 10 Jahr nötig sein %NegSmiley
neutral	Blu - Ray Horror Weekend planen ? dann schauen du the COLONY und the Lord of Salem an . Gänsehaut garantieren .
neutral	gut Morgen Dienstag ! wir lieben du ! Kanne es denn nicht auch schon Abend sein ? genussohneschokolade
